label,iter,n,elapsed,valid
Pruned,11,20,2979352,true
Effectful,1,20,15552304,true
Effectful,2,20,15988852,true
Effectful,3,20,16041558,true
Effectful,4,20,16010444,true
Effectful,5,20,15991797,true
Effectful,6,20,16050479,true
Effectful,7,20,16000217,true
Effectful,8,20,16025522,true
Effectful,9,20,16043764,true
Effectful,10,20,16026436,true
Effectful,11,20,16026946,true
Bespoke,1,20,82577,true
Bespoke,2,20,82391,true
Bespoke,3,20,81679,true
Bespoke,4,20,77438,true
Bespoke,5,20,77400,true
Bespoke,6,20,77578,true
Bespoke,7,20,77392,true
Bespoke,8,20,77390,true
Bespoke,9,20,77423,true
Bespoke,10,20,77381,true
Bespoke,11,20,77401,true
Berger,1,24,94328237,true
Berger,2,24,94470544,true
Berger,3,24,94347220,true
Berger,4,24,94267240,true
Berger,5,24,94627018,true
Berger,6,24,94332874,true
Berger,7,24,94370924,true
Berger,8,24,94387244,true
Berger,9,24,94481398,true
Berger,10,24,94497716,true
Berger,11,24,94606130,true
Pruned,1,24,10556618,true
Pruned,2,24,10706190,true
Pruned,3,24,10589150,true
Pruned,4,24,10721100,true
Pruned,5,24,10544460,true
Pruned,6,24,10502415,true
Pruned,7,24,10606463,true
Pruned,8,24,10540234,true
Pruned,9,24,10543509,true
Pruned,10,24,10512540,true
Pruned,11,24,10643952,true
Effectful,1,24,48603747,true
Effectful,2,24,47896748,true
Effectful,3,24,47900161,true
Effectful,4,24,47893290,true
Effectful,5,24,47921645,true
Effectful,6,24,47986414,true
Effectful,7,24,47890242,true
Effectful,8,24,47896136,true
Effectful,9,24,47895215,true
Effectful,10,24,47764892,true
Effectful,11,24,47729010,true
Bespoke,1,24,213900,true
Bespoke,2,24,213647,true
Bespoke,3,24,213526,true
Bespoke,4,24,213578,true
Bespoke,5,24,214638,true
Bespoke,6,24,213554,true
Bespoke,7,24,213523,true
Bespoke,8,24,213514,true
Bespoke,9,24,213602,true
Bespoke,10,24,213634,true
Bespoke,11,24,213574,true
Berger,1,28,1,false
Berger,2,28,1,false
Berger,3,28,1,false
Berger,4,28,1,false
Berger,5,28,0,false
Berger,6,28,1,false
Berger,7,28,1,false
Berger,8,28,1,false
Berger,9,28,1,false
Berger,10,28,1,false
Berger,11,28,1,false
Pruned,1,28,118829374,true
Pruned,2,28,118775354,true
Pruned,3,28,119036212,true
Pruned,4,28,118774269,true
Pruned,5,28,118772402,true
Pruned,6,28,118775142,true
Pruned,7,28,118838352,true
Pruned,8,28,118809637,true
Pruned,9,28,118774304,true
Pruned,10,28,118775491,true
Pruned,11,28,119387900,true
Effectful,1,28,491952779,true
Effectful,2,28,492818787,true
Effectful,3,28,492401947,true
Effectful,4,28,492261391,true
Effectful,5,28,493444178,true
Effectful,6,28,493013859,true
Effectful,7,28,492289713,true
Effectful,8,28,493629348,true
Effectful,9,28,493478585,true
Effectful,10,28,494639679,true
Effectful,11,28,493403472,true
Bespoke,1,28,2025144,true
Bespoke,2,28,2021431,true
Bespoke,3,28,2020434,true
Bespoke,4,28,2022285,true
Bespoke,5,28,2020454,true
Bespoke,6,28,2020601,true
Bespoke,7,28,2022090,true
Bespoke,8,28,2021601,true
Bespoke,9,28,2020519,true
Bespoke,10,28,2020640,true
Bespoke,11,28,2020732,true
Berger',1,12,1979,true
Berger',2,12,1897,true
Berger',3,12,1894,true
Berger',4,12,1884,true
Berger',5,12,1893,true
Berger',6,12,1880,true
Berger',7,12,1903,true
Berger',8,12,1886,true
Berger',9,12,1891,true
Berger',10,12,1884,true
Berger',11,12,1879,true
Pruned',1,12,627,true
