label,iter,n,elapsed,valid
Berger',3,12,6092448,true
Berger',4,12,6016651,true
Berger',5,12,5959195,true
Berger',6,12,5919401,true
Berger',7,12,6014834,true
Berger',8,12,6001716,true
Berger',9,12,5979486,true
Berger',10,12,6008184,true
Berger',11,12,5918751,true
Pruned',1,12,2385015,true
Pruned',2,12,2420466,true
Pruned',3,12,2386840,true
Pruned',4,12,2385786,true
Pruned',5,12,2378642,true
Pruned',6,12,2409846,true
Pruned',7,12,2388010,true
Pruned',8,12,2377733,true
Pruned',9,12,2386348,true
Pruned',10,12,2385511,true
Pruned',11,12,2428131,true
Effectful',1,12,29522555,true
Effectful',2,12,29451451,true
Effectful',3,12,29582030,true
Effectful',4,12,29595857,true
Effectful',5,12,29707447,true
Effectful',6,12,29720945,true
Effectful',7,12,29780005,true
Effectful',8,12,29686306,true
Effectful',9,12,29569130,true
Effectful',10,12,29591308,true
Effectful',11,12,29539084,true
