label,iter,n,elapsed,valid
Berger',7,8,6085,true
Berger',8,8,6089,true
Berger',9,8,6090,true
Berger',10,8,6069,true
Berger',11,8,6062,true
Pruned',1,8,3085,true
Pruned',2,8,3078,true
Pruned',3,8,3080,true
Pruned',4,8,3076,true
Pruned',5,8,3068,true
Pruned',6,8,3079,true
Pruned',7,8,3081,true
Pruned',8,8,3079,true
Pruned',9,8,3067,true
Pruned',10,8,3079,true
Pruned',11,8,3075,true
Effectful',1,8,2975,true
Effectful',2,8,2946,true
Effectful',3,8,2969,true
Effectful',4,8,2954,true
Effectful',5,8,2977,true
Effectful',6,8,2945,true
Effectful',7,8,2945,true
Effectful',8,8,2974,true
Effectful',9,8,2954,true
Effectful',10,8,2951,true
Effectful',11,8,3017,true
Naive',1,10,1,false
